# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-M" "--fraction" "-a" "calb_features.gtf" "-o" "counts.txt" "results/A1_S1_STAR/Aligned.sortedByCoord.out.bam" "results/A1_S1_STAR/Aligned.toTranscriptome.out.bam" "results/A2_S2_STAR/Aligned.sortedByCoord.out.bam" "results/A2_S2_STAR/Aligned.toTranscriptome.out.bam" "results/A3_S3_STAR/Aligned.sortedByCoord.out.bam" "results/A3_S3_STAR/Aligned.toTranscriptome.out.bam" "results/B1_S4_STAR/Aligned.sortedByCoord.out.bam" "results/B1_S4_STAR/Aligned.toTranscriptome.out.bam" "results/B2_S5_STAR/Aligned.sortedByCoord.out.bam" "results/B2_S5_STAR/Aligned.toTranscriptome.out.bam" "results/B3_S6_STAR/Aligned.sortedByCoord.out.bam" "results/B3_S6_STAR/Aligned.toTranscriptome.out.bam" "results/C1_S7_STAR/Aligned.sortedByCoord.out.bam" "results/C1_S7_STAR/Aligned.toTranscriptome.out.bam" "results/C2_S8_STAR/Aligned.sortedByCoord.out.bam" "results/C2_S8_STAR/Aligned.toTranscriptome.out.bam" "results/C3_S9_STAR/Aligned.sortedByCoord.out.bam" "results/C3_S9_STAR/Aligned.toTranscriptome.out.bam" "results/D1_S10_STAR/Aligned.sortedByCoord.out.bam" "results/D1_S10_STAR/Aligned.toTranscriptome.out.bam" "results/D2_S11_STAR/Aligned.sortedByCoord.out.bam" "results/D2_S11_STAR/Aligned.toTranscriptome.out.bam" "results/D3_S12_STAR/Aligned.sortedByCoord.out.bam" "results/D3_S12_STAR/Aligned.toTranscriptome.out.bam" "results/E1_S13_STAR/Aligned.sortedByCoord.out.bam" "results/E1_S13_STAR/Aligned.toTranscriptome.out.bam" "results/E2_S14_STAR/Aligned.sortedByCoord.out.bam" "results/E2_S14_STAR/Aligned.toTranscriptome.out.bam" "results/E3_S15_STAR/Aligned.sortedByCoord.out.bam" "results/E3_S15_STAR/Aligned.toTranscriptome.out.bam" "results/F1_S16_STAR/Aligned.sortedByCoord.out.bam" "results/F1_S16_STAR/Aligned.toTranscriptome.out.bam" "results/F2_S17_STAR/Aligned.sortedByCoord.out.bam" "results/F2_S17_STAR/Aligned.toTranscriptome.out.bam" "results/F3_S18_STAR/Aligned.sortedByCoord.out.bam" "results/F3_S18_STAR/Aligned.toTranscriptome.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/A1_S1_STAR/Aligned.sortedByCoord.out.bam	results/A1_S1_STAR/Aligned.toTranscriptome.out.bam	results/A2_S2_STAR/Aligned.sortedByCoord.out.bam	results/A2_S2_STAR/Aligned.toTranscriptome.out.bam	results/A3_S3_STAR/Aligned.sortedByCoord.out.bam	results/A3_S3_STAR/Aligned.toTranscriptome.out.bam	results/B1_S4_STAR/Aligned.sortedByCoord.out.bam	results/B1_S4_STAR/Aligned.toTranscriptome.out.bam	results/B2_S5_STAR/Aligned.sortedByCoord.out.bam	results/B2_S5_STAR/Aligned.toTranscriptome.out.bam	results/B3_S6_STAR/Aligned.sortedByCoord.out.bam	results/B3_S6_STAR/Aligned.toTranscriptome.out.bam	results/C1_S7_STAR/Aligned.sortedByCoord.out.bam	results/C1_S7_STAR/Aligned.toTranscriptome.out.bam	results/C2_S8_STAR/Aligned.sortedByCoord.out.bam	results/C2_S8_STAR/Aligned.toTranscriptome.out.bam	results/C3_S9_STAR/Aligned.sortedByCoord.out.bam	results/C3_S9_STAR/Aligned.toTranscriptome.out.bam	results/D1_S10_STAR/Aligned.sortedByCoord.out.bam	results/D1_S10_STAR/Aligned.toTranscriptome.out.bam	results/D2_S11_STAR/Aligned.sortedByCoord.out.bam	results/D2_S11_STAR/Aligned.toTranscriptome.out.bam	results/D3_S12_STAR/Aligned.sortedByCoord.out.bam	results/D3_S12_STAR/Aligned.toTranscriptome.out.bam	results/E1_S13_STAR/Aligned.sortedByCoord.out.bam	results/E1_S13_STAR/Aligned.toTranscriptome.out.bam	results/E2_S14_STAR/Aligned.sortedByCoord.out.bam	results/E2_S14_STAR/Aligned.toTranscriptome.out.bam	results/E3_S15_STAR/Aligned.sortedByCoord.out.bam	results/E3_S15_STAR/Aligned.toTranscriptome.out.bam	results/F1_S16_STAR/Aligned.sortedByCoord.out.bam	results/F1_S16_STAR/Aligned.toTranscriptome.out.bam	results/F2_S17_STAR/Aligned.sortedByCoord.out.bam	results/F2_S17_STAR/Aligned.toTranscriptome.out.bam	results/F3_S18_STAR/Aligned.sortedByCoord.out.bam	results/F3_S18_STAR/Aligned.toTranscriptome.out.bam
C5_04220W_B	Ca22chr5B_C_albicans_SC5314	939401	940042	+	642	74.50	0	173	0	66	0	161.50	0	152	0	153	0	224	0	120	0	189	0	33	0	26	0	53	0	16	0	11	0	31	0	18	0	16	0	23	0
C5_04230W_B	Ca22chr5B_C_albicans_SC5314	940780	941370	+	591	143	0	120	0	71	0	106	0	99	0	84	0	94	0	55	0	58	0	33	0	37	0	36	0	66	0	35	0	41.50	0	30.50	0	46	0	42	0
C5_04240C_B	Ca22chr5B_C_albicans_SC5314	942434	942745	-	312	36	0	26.50	0	23	0	28	0	22	0	14	0	11	0	5	0	14	0	24	0	3	0	0	0	4	0	12.50	0	0	0	2	0	10	0	0	0
C5_04250W_B	Ca22chr5B_C_albicans_SC5314	943122	943736	+	615	154	0	238.50	0	191	0	305	0	243.50	0	268	0	348	0	167	0	240	0	380	0	379	0	446	0	701	0	397	0	435.50	0	421	0	489	0	586	0
C5_04260W_B	Ca22chr5B_C_albicans_SC5314	944359	945600	+	1242	1934	0	2832	0	2243	0	2653	0	2414.50	0	1938.33	0	2033	0	1543	0	2354	0	4864.75	0	5704.50	0	7460.67	0	4826	0	3286	0	2977	0	2493.50	0	3770	0	3446	0
C5_04270C_B	Ca22chr5B_C_albicans_SC5314	946089	947441	-	1353	23732.17	0	27467.50	0	22273.56	0	38666.75	0	29554.25	0	24587.50	0	21138	0	21653.50	0	26314.17	0	36349.33	0	38289	0	48493.17	0	48393.67	0	28549.75	0	30291.45	0	28378.37	0	40235.25	0	31058.50	0
C5_04280C_B	Ca22chr5B_C_albicans_SC5314	947928	949976	-	2049	3587.75	0	5012.33	0	4271	0	4946	0	4291.17	0	3280.50	0	3735.50	0	2765	0	3962.50	0	9719	0	11033.33	0	14529.50	0	10792.92	0	7213.67	0	7174	0	5960	0	8660.35	0	7429.75	0
C5_04290C_B	Ca22chr5B_C_albicans_SC5314	952174	953466	-	1293	3877.50	0	5074.17	0	3979	0	5086	0	4538.50	0	3577.50	0	3195.67	0	2670.50	0	3482	0	3119.67	0	3260.75	0	4107.50	0	3957.50	0	2660.67	0	2342	0	1942.00	0	2897	0	2546	0
C5_04300C_B	Ca22chr5B_C_albicans_SC5314	954252	955556	-	1305	22439.75	0	28368.25	0	21185.00	0	24670	0	21238.50	0	16331	0	12411	0	12342.17	0	15056.17	0	9828	0	10590.50	0	13205.17	0	15154.50	0	10391	0	9674.17	0	8476	0	12046	0	9071.50	0
C5_04310W_B	Ca22chr5B_C_albicans_SC5314	956450	958033	+	1584	1468	0	1699.50	0	1314.33	0	1624	0	1556	0	1261	0	1148.50	0	835	0	1102.50	0	727.50	0	897	0	1153	0	1428	0	1026.50	0	989.17	0	780	0	1146	0	908	0
C5_04320C_B	Ca22chr5B_C_albicans_SC5314	958248	960359	-	2112	1846	0	2527.50	0	2003.17	0	2711.50	0	2270.50	0	1792	0	1243.50	0	1204	0	1584.50	0	3952.25	0	4464	0	5551	0	3912.75	0	2708.50	0	2505	0	2230	0	2826.50	0	2339.75	0
C5_04330W_B	Ca22chr5B_C_albicans_SC5314	960858	961127	+	270	1115.50	0	1476.50	0	1206.50	0	1745	0	1479.75	0	1176.50	0	866.50	0	891	0	1140.50	0	1550	0	1588	0	2164	0	1591	0	1051	0	910.50	0	886.50	0	1271	0	896	0
C5_04340W_B	Ca22chr5B_C_albicans_SC5314	961581	962480	+	900	456	0	591.64	0	464.50	0	738.50	0	552	0	496.75	0	392	0	291.50	0	459.50	0	545	0	564.50	0	645.50	0	575.50	0	422	0	337	0	349	0	416.50	0	276	0
C5_04350C_B	Ca22chr5B_C_albicans_SC5314	962517	963368	-	852	711.25	0	958.75	0	774.50	0	969.33	0	799.50	0	639	0	524	0	463.25	0	678.25	0	2950.33	0	3069.75	0	3860.50	0	2435.33	0	1521.25	0	1600	0	1177	0	1891	0	1502	0
C5_04360C_B	Ca22chr5B_C_albicans_SC5314	963529	964392	-	864	2983.75	0	3764	0	2740	0	3008.50	0	2515	0	2075.50	0	1370.50	0	1539.50	0	1951.50	0	2509.50	0	3062.50	0	3745	0	2267.50	0	1580	0	1635.50	0	1316	0	2061.50	0	1743	0
C5_04370C_B	Ca22chr5B_C_albicans_SC5314	965279	965905	-	627	260	0	241.50	0	188	0	185.50	0	166	0	182	0	134	0	129	0	154	0	204	0	274	0	306	0	158	0	164	0	133	0	130	0	227	0	216	0
C5_04380C_B	Ca22chr5B_C_albicans_SC5314	967014	968153	-	1140	214	0	161.50	0	137	0	132	0	153.50	0	84.50	0	86	0	86	0	88	0	180	0	203.50	0	218	0	190.50	0	160.50	0	105.50	0	146.50	0	124	0	149	0
C5_04390C_B	Ca22chr5B_C_albicans_SC5314	970305	970760	-	456	94.50	0	100	0	69.50	0	145.50	0	160.50	0	126.50	0	57.50	0	56	0	68.50	0	46	0	80.50	0	43	0	48.50	0	28	0	37	0	13.17	0	39	0	14.50	0
C5_04400W_B	Ca22chr5B_C_albicans_SC5314	971721	972920	+	1200	362	0	572.50	0	419	0	815	0	688.50	0	536.50	0	403.50	0	340.50	0	442	0	271.50	0	333	0	391	0	286	0	232.50	0	196	0	142	0	217	0	154	0
C5_04410C_B	Ca22chr5B_C_albicans_SC5314	973187	974329	-	1143	2090	0	2806.25	0	2251.50	0	2965	0	2274.58	0	1911.67	0	1731	0	1564	0	2044	0	2554.50	0	2899.50	0	3586	0	2518	0	1674.62	0	1711	0	1321.50	0	1941	0	1667.50	0
C5_04420W_B	Ca22chr5B_C_albicans_SC5314	974781	975818	+	1038	1862.50	0	2495.83	0	1999	0	2110.50	0	1810.75	0	1505	0	1191	0	1131	0	1359.50	0	2735.50	0	3095.50	0	4066.50	0	2942	0	2025.50	0	1917	0	1705.67	0	2510.50	0	2067.50	0
C5_04430C_B	Ca22chr5B_C_albicans_SC5314;Ca22chr5B_C_albicans_SC5314	975840;976812	976742;976850	-;-	942	2606.50	0	3069	0	2417	0	2779.50	0	2545	0	1840	0	1543	0	1421.50	0	1999.50	0	3248	0	3926.50	0	4735	0	3598.40	0	2526.00	0	2383	0	1773.17	0	2761.50	0	2608.50	0
C5_04440C_B	Ca22chr5B_C_albicans_SC5314	977153	978064	-	912	800.50	0	1164.50	0	837	0	628	0	553	0	417	0	599	0	445	0	609	0	1816	0	1997.50	0	2584	0	1789	0	1160	0	1184.50	0	1181	0	1588	0	1476	0
C5_04450C_B	Ca22chr5B_C_albicans_SC5314	979203	979505	-	303	97	0	106	0	70	0	110	0	89	0	53	0	73	0	49.50	0	44	0	40	0	77	0	62	0	59.50	0	38.50	0	54	0	23	0	32	0	33	0
C5_04460C_B	Ca22chr5B_C_albicans_SC5314	979540	979722	-	183	34	0	83	0	31.50	0	55	0	59	0	23	0	47.50	0	38	0	44.50	0	10.50	0	21	0	34	0	18.50	0	14	0	3	0	3	0	7	0	8	0
C5_04470C_B	Ca22chr5B_C_albicans_SC5314	980023	980850	-	828	7372.92	0	11483.33	0	9304.08	0	9392.50	0	7176.50	0	6599.42	0	6131.57	0	5745.08	0	7783.67	0	5889.62	0	7007.07	0	8519.67	0	6890.64	0	3541.12	0	4235.71	0	3778.83	0	5653.50	0	6268.17	0
C5_04480C_B	Ca22chr5B_C_albicans_SC5314	981288	981557	-	270	132.50	0	190	0	149	0	164	0	138.50	0	92	0	102	0	80	0	89.50	0	146.50	0	92	0	137.50	0	117.50	0	74.50	0	96.50	0	75	0	81	0	54	0
C5_04490C_B	Ca22chr5B_C_albicans_SC5314	981969	982922	-	954	2665.67	0	3193.50	0	2492.50	0	3963.50	0	3264.50	0	2794.50	0	2589.50	0	2244.75	0	2774.50	0	3081	0	4173	0	4751.50	0	3296.50	0	2155	0	2103	0	1803.50	0	2770	0	2715	0
C5_04500W_B	Ca22chr5B_C_albicans_SC5314	983230	983532	+	303	67.50	0	51	0	36	0	58.50	0	49.50	0	49	0	23.50	0	15	0	36	0	27	0	25.50	0	37	0	37	0	4.50	0	2	0	14	0	19	0	11	0
C5_04510W_B	Ca22chr5B_C_albicans_SC5314	984259	987747	+	3489	2002.08	0	2290.38	0	1616.25	0	2247.88	0	1795.50	0	1354.25	0	1177.25	0	1013	0	1347.92	0	2078.67	0	2414	0	2800.46	0	1591.42	0	1199	0	1449.25	0	1028.21	0	1489.75	0	1244.42	0
C5_04520W_B	Ca22chr5B_C_albicans_SC5314	987975	989156	+	1182	1056.83	0	1233.67	0	1038.26	0	1128.67	0	1022.33	0	752.67	0	561.83	0	600.67	0	708.50	0	1813.00	0	2058.00	0	2556.33	0	1584.00	0	1095.00	0	1126.50	0	766.17	0	1168.67	0	988.83	0
C5_04530W_B	Ca22chr5B_C_albicans_SC5314	989386	990174	+	789	853	0	1196.17	0	896	0	1058	0	1051	0	855	0	686	0	628	0	683.17	0	1056.67	0	1075	0	1189	0	1026	0	623	0	714	0	495	0	621	0	570	0
C5_04540C_B	Ca22chr5B_C_albicans_SC5314	990250	991152	-	903	554	0	737.67	0	564	0	689	0	593	0	447	0	441	0	338	0	480	0	511	0	583	0	741	0	448	0	270	0	368	0	318	0	339	0	342	0
C5_04550W_B	Ca22chr5B_C_albicans_SC5314	991382	992290	+	909	1834.50	0	2342	0	1732	0	2030	0	1829	0	1417	0	1264.75	0	1127	0	1533	0	2524	0	2708	0	3507	0	2762.50	0	1861	0	2063	0	1536	0	2273	0	1946	0
C5_04560C_B	Ca22chr5B_C_albicans_SC5314	992507	992608	-	102	37035.08	0	43116	0	37251	0	50540.08	0	38278.33	0	30912.50	0	32429.50	0	28790.50	0	39681	0	42162.83	0	44615.50	0	57634	0	66374.17	0	44882	0	43079.83	0	35711.25	0	51634.50	0	41352.00	0
C5_04570C_B	Ca22chr5B_C_albicans_SC5314	993833	995554	-	1722	4142.50	0	4640.33	0	3544	0	3861.50	0	3509.50	0	2445	0	2007.23	0	2053	0	2151.50	0	2173.50	0	2195.83	0	2600	0	1723.50	0	1127	0	1126	0	873	0	1288.50	0	1097.25	0
C5_04580C_B	Ca22chr5B_C_albicans_SC5314	996251	996841	-	591	333	0	467	0	483	0	560.50	0	445	0	293	0	290.50	0	240	0	319	0	646	0	640.50	0	1013	0	649	0	375	0	359	0	284.50	0	418	0	394	0
C5_04590C_B	Ca22chr5B_C_albicans_SC5314;Ca22chr5B_C_albicans_SC5314	997224;997872	997500;997873	-;-	279	5952.17	0	7633.50	0	5458.50	0	8254.50	0	5960.33	0	4387.50	0	4068.50	0	3818.17	0	5012.50	0	3418.50	0	3036.33	0	4019.50	0	3470	0	1971.50	0	2083.50	0	1569.50	0	2084	0	1988.33	0
C5_04600C_B	Ca22chr5B_C_albicans_SC5314	998358	1000700	-	2343	9558.50	0	12316.57	0	9612	0	12438.42	0	10380.25	0	7971.67	0	6482.50	0	5940.83	0	7937	0	11075.59	0	12181.92	0	15000	0	12647	0	8312.50	0	8628.83	0	6706	0	9811.50	0	8662.33	0
C5_04610W_B	Ca22chr5B_C_albicans_SC5314	1002210	1003640	+	1431	1244.50	0	1468	0	1205	0	1426.50	0	1227	0	906	0	770	0	713.50	0	908.84	0	1798.50	0	2129.83	0	2530.50	0	1764	0	1139.50	0	1169.50	0	868.50	0	1539	0	1199.25	0
C5_04620C_B	Ca22chr5B_C_albicans_SC5314	1003780	1004664	-	885	528	0	555	0	435	0	585.50	0	510	0	461.50	0	406.50	0	267.50	0	375.50	0	661.50	0	651.50	0	998	0	605.50	0	332.50	0	341.50	0	268.50	0	472	0	388.75	0
C5_04630W_B	Ca22chr5B_C_albicans_SC5314	1005008	1005346	+	339	365	0	463	0	317	0	466	0	354	0	270.50	0	216.50	0	295.50	0	271.50	0	323	0	367.50	0	453.50	0	387	0	224.50	0	197	0	183	0	233.50	0	174.50	0
C5_04640C_B	Ca22chr5B_C_albicans_SC5314	1005472	1009416	-	3945	8486.67	0	10388.08	0	8497.58	0	10771.50	0	9121.83	0	7403.67	0	5916.60	0	5411.75	0	6923.42	0	9007.33	0	11002.33	0	13107.57	0	10411.17	0	6696.83	0	6963.83	0	5351.92	0	7973.39	0	6814.83	0
C5_04650C_B	Ca22chr5B_C_albicans_SC5314	1010342	1012075	-	1734	337	0	447	0	294.50	0	451.50	0	333.67	0	322	0	212.17	0	194	0	239.50	0	483	0	542	0	715	0	436.50	0	321.50	0	321.50	0	232	0	329	0	297.50	0
C5_04660C_B	Ca22chr5B_C_albicans_SC5314	1012267	1013022	-	756	474.50	0	611	0	590.50	0	699.50	0	568.50	0	509.50	0	495.50	0	425	0	469.50	0	737	0	783	0	1102.50	0	788.50	0	538.17	0	529.50	0	514	0	603.33	0	593	0
C5_04670W_B	Ca22chr5B_C_albicans_SC5314	1013529	1015136	+	1608	1980.50	0	2950	0	2295.25	0	2984	0	2618.50	0	2105	0	1803.75	0	1465.50	0	2021.50	0	3782.83	0	4098	0	5467.17	0	3935	0	2479.25	0	2532.50	0	2101.50	0	3150.50	0	2480	0
C5_04680W_B	Ca22chr5B_C_albicans_SC5314	1015897	1019109	+	3213	3042.75	0	4689.64	0	3646.50	0	4537	0	3697.75	0	3055	0	2617	0	2237.33	0	2887.50	0	7018.20	0	7647.25	0	10087.33	0	6364.67	0	4534	0	4281	0	3191.75	0	4658.67	0	3855.83	0
C5_04690C_B	Ca22chr5B_C_albicans_SC5314	1019203	1019439	-	237	258.50	0	457.50	0	363	0	515	0	401	0	378	0	270	0	282	0	315	0	175	0	223	0	305	0	204	0	154	0	135	0	97	0	167	0	105	0
C5_04700C_B	Ca22chr5B_C_albicans_SC5314	1020279	1022525	-	2247	4869.33	0	5820.50	0	4008	0	4892	0	4218.25	0	3072	0	2531	0	2436.50	0	2872.08	0	3811.50	0	4127.33	0	5187	0	3429.75	0	2528.50	0	2275.50	0	1890.50	0	2826.50	0	2234.83	0
C5_04710W_B	Ca22chr5B_C_albicans_SC5314	1022802	1024154	+	1353	848.58	0	1384.75	0	1121	0	1164	0	1098.50	0	770.50	0	676.75	0	532	0	694.25	0	813	0	909.50	0	953.50	0	613.25	0	490	0	445	0	320.33	0	425.50	0	426.50	0
C5_04720C_B	Ca22chr5B_C_albicans_SC5314	1024494	1025310	-	817	1271.83	0	1639.50	0	1272.83	0	1774.50	0	1577.25	0	1197.33	0	1265.73	0	1009.50	0	1232	0	1991	0	2074.50	0	2694	0	1848.17	0	1175.25	0	1119.50	0	910.73	0	1257.50	0	993.25	0
C5_04730C_B	Ca22chr5B_C_albicans_SC5314	1025770	1029597	-	3828	25107.25	0	32944	0	27068.83	0	35075.37	0	29412.22	0	23880.50	0	18412.77	0	16843.34	0	21907.58	0	35320.58	0	40320.50	0	49550.92	0	46254.67	0	29938.67	0	28665.67	0	22602.83	0	34581.50	0	27868.50	0
C5_04740C_B	Ca22chr5B_C_albicans_SC5314	1031158	1032582	-	1425	474	0	603	0	499	0	472.50	0	451.25	0	309	0	333.50	0	261	0	355.50	0	593	0	634	0	757.50	0	498	0	310.50	0	309	0	205	0	302	0	327	0
C5_04750C_B	Ca22chr5B_C_albicans_SC5314	1032802	1034499	-	1698	2368.50	0	2432.33	0	1595	0	1584.25	0	1198.50	0	936.50	0	969	0	856.50	0	1058.50	0	1252.50	0	1485.50	0	1682	0	975	0	653	0	628	0	504	0	749	0	580.33	0
C5_04760W_B	Ca22chr5B_C_albicans_SC5314	1035219	1035291	+	73	13	0	11	0	13	0	17	0	22	0	11	0	19	0	10	0	14	0	10	0	14	0	20	0	9.50	0	5.33	0	6.50	0	11	0	9	0	5.50	0
C5_04770W_B	Ca22chr5B_C_albicans_SC5314	1035560	1036435	+	876	635.50	0	918	0	712	0	809.50	0	726	0	522.50	0	535.50	0	487.50	0	591.50	0	807.50	0	940.25	0	1133.50	0	1009.50	0	627	0	652.50	0	499	0	707.50	0	680	0
C5_04780W_B	Ca22chr5B_C_albicans_SC5314	1036767	1038167	+	1401	435.25	0	614.25	0	451	0	583.25	0	516	0	403.50	0	402	0	350	0	385.25	0	264.50	0	295.75	0	375.50	0	325	0	228.25	0	199	0	177	0	264.50	0	245	0
C5_04790C_B	Ca22chr5B_C_albicans_SC5314	1038162	1038812	-	651	390.58	0	523	0	400.50	0	630.50	0	524.50	0	379	0	371.50	0	323	0	446.50	0	254	0	305.50	0	284.50	0	393	0	183	0	240.50	0	170.50	0	237	0	259.08	0
C5_04800W_B	Ca22chr5B_C_albicans_SC5314	1039251	1040765	+	1515	5155.25	0	7695	0	5579.08	0	7412.50	0	6286	0	4878.50	0	3502.75	0	3574.50	0	4723	0	6747.25	0	6909.67	0	8804.25	0	4905.50	0	3553.25	0	3496.25	0	2758.50	0	4462.17	0	3446	0
C5_04810W_B	Ca22chr5B_C_albicans_SC5314	1041313	1044276	+	2964	68777.48	0	89264.54	0	69959.87	0	108258.62	0	88200.40	0	68614.15	0	48458.77	0	52763.08	0	68742.58	0	102581.48	0	106164.22	0	138068.20	0	84567.48	0	57156.07	0	60188.13	0	50899.68	0	75556.95	0	60969.73	0
C5_04820W_B	Ca22chr5B_C_albicans_SC5314	1051799	1052110	+	312	26	0	17	0	12	0	18.50	0	20	0	17	0	11.50	0	5.50	0	13	0	10	0	1.50	0	2.50	0	2.50	0	10.50	0	3.50	0	3	0	5.50	0	2.50	0
C5_04830W_B	Ca22chr5B_C_albicans_SC5314	1053943	1056084	+	2142	8164.14	0	8669.25	0	7342	0	6999.33	0	6584.50	0	4860.74	0	4266.83	0	3898.73	0	5664.25	0	11446.61	0	12629.00	0	15711.33	0	10652.33	0	6950.33	0	6739.17	0	5383.08	0	7434.67	0	8344.83	0
C5_04840C_B	Ca22chr5B_C_albicans_SC5314	1058207	1058950	-	744	245.50	0	331	0	256	0	323.83	0	326	0	215.50	0	292	0	190	0	252	0	272	0	294	0	412.50	0	364.50	0	215.50	0	214	0	213	0	280.50	0	241.50	0
C5_04850W_B	Ca22chr5B_C_albicans_SC5314	1059157	1059915	+	759	154.50	0	152	0	115	0	142.33	0	108	0	104	0	128	0	99	0	78	0	150.50	0	197.50	0	229.50	0	166	0	127	0	89	0	115	0	100	0	79	0
C5_04860C_B	Ca22chr5B_C_albicans_SC5314;Ca22chr5B_C_albicans_SC5314	1060080;1060576	1060477;1060600	-;-	423	194	0	225.50	0	231.50	0	304.50	0	277	0	197	0	243	0	179	0	231.50	0	216	0	236	0	279.50	0	317.50	0	202	0	164.50	0	177.75	0	192	0	169	0
C5_04870W_B	Ca22chr5B_C_albicans_SC5314	1061207	1061992	+	786	3707	0	4933.17	0	3862	0	5100.83	0	4364.17	0	3605	0	2529.50	0	2781.50	0	3434.17	0	4699.50	0	5444.33	0	6370.72	0	5149.50	0	3418.00	0	3568.67	0	2540.67	0	3939.17	0	3000.17	0
C5_04880C_B	Ca22chr5B_C_albicans_SC5314	1062166	1063953	-	1788	1964	0	3608.50	0	2412.75	0	3512.50	0	2684.50	0	2551.50	0	4176.25	0	2918.50	0	3836	0	2746.50	0	2815.50	0	3963.50	0	4767.08	0	2668	0	2653.50	0	2403.12	0	3461.50	0	3209.50	0
C5_04890C_B	Ca22chr5B_C_albicans_SC5314	1064341	1065459	-	1119	294.50	0	498	0	437	0	585	0	538.50	0	541.17	0	549.50	0	403.50	0	595.75	0	520	0	540.75	0	642	0	776.67	0	415	0	448.50	0	340.50	0	487.50	0	443.50	0
C5_04900C_B	Ca22chr5B_C_albicans_SC5314	1065708	1066817	-	1110	405.50	0	550	0	346.25	0	466	0	388.50	0	341.50	0	242	0	250	0	340.50	0	416.50	0	465.58	0	738.50	0	498	0	294	0	294	0	234	0	377	0	304.75	0
C5_04910W_B	Ca22chr5B_C_albicans_SC5314	1067044	1067757	+	714	102.50	0	87.50	0	54	0	78.50	0	69.33	0	81.50	0	75.67	0	61	0	47	0	67	0	50	0	107	0	56	0	37	0	51	0	41	0	53	0	40	0
C5_04920C_B	Ca22chr5B_C_albicans_SC5314	1067997	1073786	-	5790	6963.83	0	9401.83	0	7092.67	0	9531.33	0	8635.50	0	6564.00	0	5177	0	4755.50	0	5838.67	0	13569.00	0	15191.33	0	18902.17	0	16668.48	0	11612.08	0	11055.25	0	8441.83	0	12513.83	0	10502.50	0
C5_04930C_B	Ca22chr5B_C_albicans_SC5314	1074306	1076072	-	1767	713.67	0	1075	0	758.50	0	883.50	0	717.50	0	633	0	881	0	640	0	764.50	0	325.50	0	456.50	0	458	0	378.50	0	240	0	243	0	247	0	449	0	357.50	0
C5_04940W_B	Ca22chr5B_C_albicans_SC5314	1079011	1080759	+	1749	156	0	208	0	116	0	140.50	0	133.50	0	90.50	0	106.50	0	98	0	106	0	466.50	0	638.50	0	773	0	676.50	0	385.50	0	387.50	0	290.50	0	416.50	0	307.50	0
C5_04950C_B	Ca22chr5B_C_albicans_SC5314	1080914	1083124	-	2211	1902.20	0	2396.25	0	1882	0	2126	0	1741.33	0	1389.50	0	1188.17	0	941.50	0	1234	0	2400	0	3188.60	0	3573.25	0	2795.50	0	1763.50	0	1697.25	0	1400.33	0	2099.50	0	1859	0
C5_04960W_B	Ca22chr5B_C_albicans_SC5314	1088630	1091158	+	2529	6202.17	0	8895.33	0	8049.75	0	8624.75	0	7585.43	0	5709.75	0	5981	0	5007.08	0	7343.00	0	15101.25	0	18892.00	0	22965.50	0	15401.33	0	11010	0	10973.33	0	7572.07	0	11578.67	0	10914.33	0
C5_04970C_B	Ca22chr5B_C_albicans_SC5314	1091807	1094389	-	2583	550.33	0	642	0	540.50	0	716	0	634.75	0	502.50	0	443.50	0	373	0	494	0	1256.75	0	1609	0	1974	0	1678.33	0	1007.92	0	1085.50	0	747	0	1206	0	942.12	0
C5_04980W_B	Ca22chr5B_C_albicans_SC5314	1095773	1097500	+	1728	2797.50	0	3659	0	2452.75	0	4026.50	0	3816.70	0	3020.00	0	2339.50	0	2414	0	3013.50	0	608.50	0	657.50	0	824.50	0	702	0	657.50	0	549.50	0	559	0	811.50	0	560.50	0
C5_04990W_B	Ca22chr5B_C_albicans_SC5314	1097776	1098267	+	492	32.33	0	75.50	0	42.75	0	57	0	60.75	0	43	0	58.50	0	17.25	0	53	0	55.50	0	53	0	35	0	49.50	0	52.67	0	23	0	25.50	0	19.50	0	52	0
C5_05000C_B	Ca22chr5B_C_albicans_SC5314	1098336	1100537	-	2202	2427.25	0	3098.50	0	2528.50	0	2971.50	0	2504.50	0	1999	0	1573.75	0	1294.75	0	1745.50	0	5630.50	0	6471	0	8394	0	5399	0	3676.67	0	3784.67	0	2589	0	4007.50	0	3447.70	0
C5_05010W_B	Ca22chr5B_C_albicans_SC5314	1100966	1101280	+	315	115.50	0	145.50	0	77.50	0	150.50	0	123.50	0	95.50	0	74.25	0	54	0	88.50	0	178	0	200.75	0	221	0	179.50	0	113.50	0	117.50	0	113	0	124.50	0	112.50	0
C5_05020C_B	Ca22chr5B_C_albicans_SC5314	1101357	1102547	-	1191	3605.50	0	4919.22	0	3810.50	0	4261.50	0	3834	0	3090	0	2674.50	0	2373	0	3053.50	0	2971.75	0	3598	0	3742	0	3774.50	0	2307.50	0	2373	0	1870.50	0	2674	0	2289.50	0
